Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,93626,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93626,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93627,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93627,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93627,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93628,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93628,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93628,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93630,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93630,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93630,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93630,2000 - 2499 grams,19,11/10/2023
Birth,2022,Place of Residence,93630,2500 - 2999 grams,55,11/10/2023
Birth,2022,Place of Residence,93630,3000 - 3499 grams,107,11/10/2023
Birth,2022,Place of Residence,93630,3500 - 3999 grams,89,11/10/2023
Birth,2022,Place of Residence,93630,4000 - 5999 grams,17,11/10/2023
Birth,2022,Place of Residence,93630,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93631,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93631,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93631,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93631,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93631,2500 - 2999 grams,40,11/10/2023
Birth,2022,Place of Residence,93631,3000 - 3499 grams,77,11/10/2023
Birth,2022,Place of Residence,93631,3500 - 3999 grams,71,11/10/2023
Birth,2022,Place of Residence,93631,4000 - 5999 grams,30,11/10/2023
Birth,2022,Place of Residence,93631,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93633,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93633,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93633,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93634,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93634,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93634,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93635,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93635,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93635,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93635,2000 - 2499 grams,37,11/10/2023
Birth,2022,Place of Residence,93635,2500 - 2999 grams,111,11/10/2023
Birth,2022,Place of Residence,93635,3000 - 3499 grams,304,11/10/2023
Birth,2022,Place of Residence,93635,3500 - 3999 grams,171,11/10/2023
Birth,2022,Place of Residence,93635,4000 - 5999 grams,56,11/10/2023
Birth,2022,Place of Residence,93635,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93636,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93636,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93636,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93636,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93636,2500 - 2999 grams,34,11/10/2023
Birth,2022,Place of Residence,93636,3000 - 3499 grams,96,11/10/2023
Birth,2022,Place of Residence,93636,3500 - 3999 grams,79,11/10/2023
Birth,2022,Place of Residence,93636,4000 - 5999 grams,25,11/10/2023
Birth,2022,Place of Residence,93636,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93637,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93637,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93637,1500 - 1999 grams,12,11/10/2023
Birth,2022,Place of Residence,93637,2000 - 2499 grams,28,11/10/2023
Birth,2022,Place of Residence,93637,2500 - 2999 grams,112,11/10/2023
Birth,2022,Place of Residence,93637,3000 - 3499 grams,260,11/10/2023
Birth,2022,Place of Residence,93637,3500 - 3999 grams,163,11/10/2023
Birth,2022,Place of Residence,93637,4000 - 5999 grams,45,11/10/2023
Birth,2022,Place of Residence,93637,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93638,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93638,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93638,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93638,2000 - 2499 grams,39,11/10/2023
Birth,2022,Place of Residence,93638,2500 - 2999 grams,149,11/10/2023
Birth,2022,Place of Residence,93638,3000 - 3499 grams,377,11/10/2023
Birth,2022,Place of Residence,93638,3500 - 3999 grams,193,11/10/2023
Birth,2022,Place of Residence,93638,4000 - 5999 grams,63,11/10/2023
Birth,2022,Place of Residence,93638,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93639,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93639,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93640,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93640,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93640,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93640,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93640,2500 - 2999 grams,68,11/10/2023
Birth,2022,Place of Residence,93640,3000 - 3499 grams,114,11/10/2023
Birth,2022,Place of Residence,93640,3500 - 3999 grams,76,11/10/2023
Birth,2022,Place of Residence,93640,4000 - 5999 grams,20,11/10/2023
Birth,2022,Place of Residence,93640,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93641,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93641,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93641,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93641,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93642,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93642,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93643,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93643,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93643,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93643,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93643,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93643,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93643,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93643,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93643,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93644,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93644,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93644,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93644,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93644,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93644,3000 - 3499 grams,31,11/10/2023
Birth,2022,Place of Residence,93644,3500 - 3999 grams,13,11/10/2023
Birth,2022,Place of Residence,93644,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93644,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93645,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93645,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93645,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93646,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93646,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93646,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93646,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93646,2500 - 2999 grams,40,11/10/2023
Birth,2022,Place of Residence,93646,3000 - 3499 grams,59,11/10/2023
Birth,2022,Place of Residence,93646,3500 - 3999 grams,45,11/10/2023
Birth,2022,Place of Residence,93646,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93646,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93647,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93647,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93647,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93647,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93647,2500 - 2999 grams,28,11/10/2023
Birth,2022,Place of Residence,93647,3000 - 3499 grams,85,11/10/2023
Birth,2022,Place of Residence,93647,3500 - 3999 grams,42,11/10/2023
Birth,2022,Place of Residence,93647,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93647,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93648,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93648,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93648,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93648,2000 - 2499 grams,11,11/10/2023
Birth,2022,Place of Residence,93648,2500 - 2999 grams,50,11/10/2023
Birth,2022,Place of Residence,93648,3000 - 3499 grams,114,11/10/2023
Birth,2022,Place of Residence,93648,3500 - 3999 grams,45,11/10/2023
Birth,2022,Place of Residence,93648,4000 - 5999 grams,18,11/10/2023
Birth,2022,Place of Residence,93648,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93649,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93649,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93650,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93650,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93650,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93650,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93650,2500 - 2999 grams,11,11/10/2023
Birth,2022,Place of Residence,93650,3000 - 3499 grams,23,11/10/2023
Birth,2022,Place of Residence,93650,3500 - 3999 grams,13,11/10/2023
Birth,2022,Place of Residence,93650,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93650,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93651,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93651,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93651,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93651,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93651,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93651,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93651,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93651,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93651,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93652,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93652,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93652,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93652,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93653,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93653,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93653,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93653,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93653,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93653,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93653,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93653,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93653,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93654,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93654,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93654,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93654,2000 - 2499 grams,18,11/10/2023
Birth,2022,Place of Residence,93654,2500 - 2999 grams,66,11/10/2023
Birth,2022,Place of Residence,93654,3000 - 3499 grams,172,11/10/2023
Birth,2022,Place of Residence,93654,3500 - 3999 grams,126,11/10/2023
Birth,2022,Place of Residence,93654,4000 - 5999 grams,39,11/10/2023
Birth,2022,Place of Residence,93654,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93656,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93656,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93656,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93656,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93656,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93656,3000 - 3499 grams,33,11/10/2023
Birth,2022,Place of Residence,93656,3500 - 3999 grams,32,11/10/2023
Birth,2022,Place of Residence,93656,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93656,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93657,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93657,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93657,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93657,2000 - 2499 grams,21,11/10/2023
Birth,2022,Place of Residence,93657,2500 - 2999 grams,74,11/10/2023
Birth,2022,Place of Residence,93657,3000 - 3499 grams,187,11/10/2023
Birth,2022,Place of Residence,93657,3500 - 3999 grams,122,11/10/2023
Birth,2022,Place of Residence,93657,4000 - 5999 grams,34,11/10/2023
Birth,2022,Place of Residence,93657,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93660,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93660,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93660,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93660,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93660,2500 - 2999 grams,13,11/10/2023
Birth,2022,Place of Residence,93660,3000 - 3499 grams,31,11/10/2023
Birth,2022,Place of Residence,93660,3500 - 3999 grams,14,11/10/2023
Birth,2022,Place of Residence,93660,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93660,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93661,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93661,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93662,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93662,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93662,1500 - 1999 grams,<11,11/10/2023
